hierarchy_type,level_1,level_2,level_3,level_4
Region,RO,cerejeiras,,
Region,RN,marcelino vieira,,
Region,MG,durande,,
Region,PR,sao pedro do iguacu,,
Region,PR,rancho alegre d'oeste,,
Region,PR,iretama,,
Region,MG,sao geraldo do baguari,,
Region,SP,venda branca,,
Region,MG,salto da divisa,,
Region,MG,senhora de oliveira,,
Region,MS,anastacio,,
Region,MG,chale,,
Region,MG,careacu,,
Region,CE,quixelo,,
Region,TO,duere,,
Region,RS,coxilha,,
Region,SP,jaci,,
Region,MG,presidente kubitschek,,
Region,PI,lagoinha do piaui,,
Region,PI,luis correia,,
Region,TO,aparecida do rio negro,,
Region,PR,cantagalo,,
Region,PE,sao domingos,,
Region,PI,bocaina,,
Region,TO,pugmil,,
Region,MG,cruzeiro da fortaleza,,
Region,GO,domiciano ribeiro,,
Region,PB,conceicao,,
Region,SC,luiz alves,,
Region,MG,jacinto,,
Region,MA,chapadinha,,
Region,RN,lagoa nova,,
Region,MS,pedro gomes,,
Region,PB,alagoa nova,,
Region,MA,sao joao batista,,
Region,PR,nova santa barbara,,
Region,GO,aragoiania,,
Region,MG,estrela do indaia,,
Region,SP,presidente alves,,
Region,SP,neves paulista,,
Region,PR,turvo,,
Region,RS,cotipora,,
Region,SP,mariapolis,,
Region,BA,itagi,,
Region,RN,extremoz,,
Region,PR,manfrinopolis,,
Region,RS,lindolfo collor,,
Region,PR,ipiranga,,
Region,PB,lagoa,,
Region,CE,independencia,,
Region,BA,wenceslau guimaraes,,
Region,PI,caldeirao grande do piaui,,
Region,MG,umburatiba,,
Region,RS,ipiranga do sul,,
Region,RN,jandaira,,
Region,RS,caseiros,,
Region,PB,arara,,
Region,CE,missi,,
Region,AL,sao jose da tapera,,
Region,CE,ocara,,
Region,RS,sao francisco de assis,,
Region,SP,nova canaa paulista,,
Region,CE,aiuaba,,
Region,RS,herveiras,,
Region,MG,japaraiba,,
Region,GO,arenopolis,,
Region,MG,francisco dumont,,
Region,TO,parana,,
Region,SP,tapirai,,
Region,MG,itabirinha,,
Region,SP,ajapi,,
Region,PB,picui,,
Region,BA,canarana,,
Region,RS,capitao,,
Region,SP,igaracu do tiete,,
Region,MG,liberdade,,
Region,SP,mombuca,,
Region,TO,augustinopolis,,
Region,PA,santa maria do para,,
Region,SC,peritiba,,
Region,MG,agua comprida,,
Region,SP,anhembi,,
Region,MG,varjao de minas,,
Region,PI,itaueira,,
Region,TO,colmeia,,
Region,MG,quatituba,,
Region,MA,presidente medici,,
Region,PE,pombos,,
Region,AL,dois riachos,,
Region,RJ,conrado,,
Region,MG,sao domingos das dores,,
Region,MG,santo hipolito,,
Region,ES,divino de sao lourenco,,
Region,PR,tamarana,,
Region,MG,crisolita,,
Region,SC,lindoia do sul,,
Region,PR,california,,
Region,MG,pocoes de paineiras,,
Region,PI,pimenteiras,,
Region,MG,planura,,
Region,ES,governador lindenberg,,
Region,SP,guzolandia,,
Region,ES,braco do rio,,
Region,SC,sao bonifacio,,
Region,BA,itubera,,
Region,CE,oros,,
Region,BA,dom basilio,,
Region,SP,rubineia,,
Region,RS,fortaleza dos valos,,
Region,MG,silvano,,
Region,BA,banzae,,
Region,BA,barrocas,,
Region,MA,brejo,,
Region,BA,campo alegre de lourdes,,
Region,SP,santa clara d'oeste,,
Region,RN,tibau do sul,,
Region,SC,fragosos,,
Region,RJ,mussurepe,,
Region,MG,inconfidentes,,
Region,RS,santa maria do herval,,
Region,SE,japaratuba,,
Region,PE,nazare da mata,,
Region,MG,brasopolis,,
Region,MG,bonito de minas,,
Region,MG,claro dos pocoes,,
Region,CE,caridade,,
Region,PA,nova timboteua,,
Region,AL,cajueiro,,
Region,SC,frei rogerio,,
Region,MT,nova ubirata,,
Region,PE,orobo,,
Region,MG,sao vitor,,
Region,RS,sao pedro do butia,,
Region,PR,douradina,,
Region,SP,novais,,
Region,MG,olhos d'agua,,
Region,BA,umburanas,,
Region,MG,felisburgo,,
Region,MG,coronel pacheco,,
Region,RN,rodolfo fernandes,,
Region,MG,alexandrita,,
Region,SC,zortea,,
Region,SP,getulina,,
Region,RN,vila flor,,
Region,AL,pilar,,
Region,TO,pindorama do tocantins,,
Region,DF,sobradinho,,
Region,MA,formosa da serra negra,,
Region,RS,barra do rio azul,,
Region,SP,paulistania,,
Region,BA,conceicao do almeida,,
Region,BA,anguera,,
Region,CE,palhano,,
Region,PB,varzea,,
Region,MT,sao felix do araguaia,,
Region,RS,sao pedro do sul,,
Region,BA,gentio do ouro,,
Region,RS,barracao,,
Region,CE,jaguaribara,,
Region,BA,governador mangabeira,,
Region,PA,monte alegre,,
Region,MA,lago verde,,
Region,MG,vermelho,,
Region,GO,barro alto,,
Region,SP,aramina,,
Region,RJ,sao jose do ribeirao,,
Region,BA,sitio do quinto,,
Region,RS,eugenio de castro,,
Region,MT,santo antonio do leverger,,
Region,TO,ananas,,
Region,MG,ingai,,
Region,MG,sao bras do suacui,,
Region,MA,benedito leite,,
Region,RS,aguas claras,,
Region,GO,planaltina de goias,,
Region,PE,ferreiros,,
Region,MA,sao benedito do rio preto,,
Region,CE,meruoca,,
Region,MT,ipiranga do norte,,
Region,GO,goiandira,,
Region,SP,gaviao peixoto,,
Region,MG,patrocinio do muriae,,
Region,MS,caracol,,
Region,GO,portelandia,,
Region,PR,entre rios do oeste,,
Region,MA,boa vista do gurupi,,
Region,PR,sao carlos do ivai,,
Region,AL,pau d'arco,,
Region,SP,coronel macedo,,
Region,MG,vila pereira,,
Region,PR,mandirituba,,
Region,RS,aratiba,,
Region,AC,epitaciolandia,,
Region,BA,barro alto,,
Region,SP,monte castelo,,
Region,BA,planalto,,
Region,RS,quevedos,,
Region,PR,novo itacolomi,,
Region,PB,manaira,,
Region,MA,senador la rocque,,
Region,MG,palmopolis,,
Region,MG,vitorinos,,
Region,MA,cajapio,,
Region,SP,pontes gestal,,
Region,SP,tapinas,,
Region,PR,marilena,,
Region,PR,paranapoema,,
Region,MT,conquista d'oeste,,
Region,PB,brejo dos santos,,
Region,TO,peixe,,
Region,GO,britania,,
Region,PR,sao jorge do patrocinio,,
Region,MG,braunas,,
Region,ES,santa leopoldina,,
Region,BA,retirolandia,,
Region,MG,lamim,,
Region,RS,pedras altas,,
Region,AL,coite do noia,,
Region,RJ,penedo,,
Region,SE,itabi,,
Region,PE,machados,,
Region,PR,guapirama,,
Region,MG,ilicinea,,
Region,MS,coronel sapucaia,,
Region,MA,santa rita,,
Region,ES,vargem grande do soturno,,
Region,RN,coronel joao pessoa,,
Region,MG,estrela do sul,,
Region,PR,contenda,,
Region,ES,atilio vivacqua,,
Region,GO,jaupaci,,
Region,RO,cujubim,,
Region,RR,bonfim,,
Region,PR,bom sucesso,,
Region,SP,redencao da serra,,
Region,MS,bandeirantes,,
Region,SP,riversul,,
Region,PR,rancho alegre,,
Region,PR,sao jorge d'oeste,,
Region,SP,mogi-mirim,,
Region,SP,macaubal,,
Region,MG,capela nova,,
Region,MG,fonseca,,
Region,AL,atalaia,,
Region,SC,aguas mornas,,
Region,SE,aquidaba,,
Region,RS,general camara,,
Region,MG,arapua,,
Region,PB,lucena,,
Region,PB,sao francisco,,
Region,PR,coronel domingos soares,,
Region,MG,taparuba,,
Region,RS,vanini,,
Region,MG,antonio pereira,,
Region,SP,sao pedro do turvo,,
Region,MA,alto alegre do maranhao,,
Region,DF,guara,,
Region,MG,goiana,,
Region,PE,xexeu,,
Region,SE,carmopolis,,
Region,MG,uniao de minas,,
Region,RS,coqueiro baixo,,
Region,PR,pato bragado,,
Region,PB,sao mamede,,
Region,BA,varzea nova,,
Region,MA,moncao,,
Region,AP,vitoria do jari,,
Region,ES,novo brasil,,
Region,MG,bom jesus da penha,,
Region,PR,vila nova,,
Region,SP,piquerobi,,
Region,PI,lagoa do piaui,,
Region,PB,montadas,,
Region,MG,major porto,,
Region,RN,janduis,,
Region,RS,vila nova do sul,,
Region,BA,caturama,,
Region,PR,nova esperanca do sudoeste,,
Region,PE,santo antonio das queimadas,,
Region,BA,cotegipe,,
Region,MG,entre folhas,,
Region,PR,perola independente,,
Region,PB,serra branca,,
Region,BA,santa brigida,,
Region,GO,itaguaru,,
Region,TO,esperantina,,
Region,MG,guarda-mor,,
Region,RS,senador salgado filho,,
Region,GO,turvania,,
Region,GO,ouro verde de goias,,
Region,GO,itaguacu,,
Region,RS,tres forquilhas,,
Region,GO,jussara,,
Region,MG,riachinho,,
Region,SP,santa salete,,
Region,SP,candido rodrigues,,
Region,RS,sinimbu,,
Region,CE,assare,,
Region,TO,barrolandia,,
Region,BA,piata,,
Region,MG,bias fortes,,
Region,MG,ouro verde de minas,,
Region,MA,sao joao do paraiso,,
Region,SE,monte alegre de sergipe,,
Region,PB,assuncao,,
Region,PR,perobal,,
Region,RS,barao do triunfo,,
Region,SC,coronel freitas,,
Region,PE,cha de alegria,,
Region,SP,iaras,,
Region,SE,nossa senhora de lourdes,,
Region,RN,frutuoso gomes,,
Region,MG,ewbank da camara,,
Region,RS,monte belo do sul,,
Region,MG,materlandia,,
Region,MA,vargem grande,,
Region,ES,ponto belo,,
Region,SP,ubirajara,,
Region,MA,santa luzia do parua,,
Region,BA,filadelfia,,
Region,PR,campo bonito,,
Region,MG,campo azul,,
Region,RS,dezesseis de novembro,,
Region,MG,olaria,,
Region,PR,querencia do norte,,
Region,SC,paraiso,,
Region,BA,andarai,,
Region,ES,paraju,,
Region,RS,rio dos indios,,
Region,AL,novo lino,,
Region,RS,santana da boa vista,,
Region,BA,elisio medrado,,
Region,PE,sao joaquim do monte,,
Region,TO,praia norte,,
Region,GO,divinopolis de goias,,
Region,GO,teresina de goias,,
Region,RS,ipiranga,,
Region,SP,nantes,,
Region,CE,banabuiu,,
Region,RJ,santa rita da floresta,,
Region,SP,rincao,,
Region,MA,vitoria do mearim,,
Region,MG,sao francisco de paula,,
Region,SP,vargem,,
Region,PE,aracoiaba,,
Region,TO,almas,,
Region,PA,aurora do para,,
Region,PI,inhuma,,
Region,SC,monte castelo,,
Region,MG,santo antonio do aventureiro,,
Region,RS,sao jose do inhacora,,
Region,MT,figueiropolis d'oeste,,
Region,SE,cristinapolis,,
Region,MG,sapucaia,,
Region,BA,paripiranga,,
Region,MG,alagoa,,
Region,MG,juvenilia,,
Region,SP,suzanapolis,,
Region,RS,augusto pestana,,
Region,MS,deodapolis,,
Region,SE,campo do brito,,
Region,PR,engenheiro beltrao,,
Region,MG,bras pires,,
Region,CE,antonina do norte,,
Region,MG,brasilandia de minas,,
Region,BA,aracatu,,
Region,AL,ibateguara,,
Region,PR,pirapo,,
Region,SP,nova guataporanga,,
Region,SP,guatapara,,
Region,MG,felixlandia,,
Region,MS,jaraguari,,
Region,PB,jerico,,
Region,MG,dom cavati,,
Region,RS,lagoa dos tres cantos,,
Region,MG,nacip raydan,,
Region,SC,novo horizonte,,
Region,MG,frei gaspar,,
Region,AC,porto acre,,
Region,SP,cassia dos coqueiros,,
Region,SP,espigao,,
Region,BA,adustina,,
Region,PR,alto alegre do iguacu,,
Region,PR,adrianopolis,,
Region,RS,santo antonio do palma,,
Region,MA,joselandia,,
Region,MG,pedra do indaia,,
Region,MG,monte formoso,,
Region,RO,cacaulandia,,
Region,PR,mato rico,,
Region,CE,itarema,,
Region,PI,avelino lopes,,
Region,BA,arraial d ajuda,,
Region,SP,serra azul,,
Region,BA,salobro,,
Region,MA,matoes,,
Region,BA,piripa,,
Region,SP,termas de ibira,,
Region,RS,taquarucu do sul,,
Region,SC,bom retiro,,
Region,MG,ravena,,
Region,PB,juripiranga,,
Region,SP,planalto,,
Region,MS,anaurilandia,,
Region,MT,itanhanga,,
Region,SP,cipo-guacu,,
Region,RS,piratini,,
Region,MG,itutinga,,
Region,ES,laranja da terra,,
Region,BA,boquira,,
Region,RJ,macuco,,
Region,MG,sao francisco do gloria,,
Region,PR,vila reis,,
Region,RO,ministro andreazza,,
Region,PR,formosa do oeste,,
Region,PR,florida,,
Region,MG,glaura,,
Region,MG,moeda,,
Region,RS,nova padua,,
Region,MG,morro do pilar,,
Region,SP,onda verde,,
Region,MG,cascalho rico,,
Region,PA,igarape-acu,,
Region,MS,anhandui,,
Region,PI,lagoa de sao francisco,,
Region,RS,guarani das missoes,,
Region,PR,ilha dos valadares,,
Region,RJ,valao do barro,,
Region,PR,conselheiro mairinck,,
Region,SP,buritizal,,
Region,MG,rio doce,,
Region,RN,angicos,,
Region,MG,bertopolis,,
Region,PR,santo inacio,,
Region,MG,capitao eneas,,
Region,PR,serra dos dourados,,
Region,MA,goncalves dias,,
Region,SE,ribeiropolis,,
Region,PE,alianca,,
Region,SP,paranapua,,
Region,BA,teodoro sampaio,,
Region,PE,itaquitinga,,
Region,AL,matriz de camaragibe,,
Region,RS,sao jorge,,
Region,RJ,passa tres,,
Region,PR,guairaca,,
Region,BA,anage,,
Region,AL,agua branca,,
Region,BA,cristopolis,,
Region,RS,garruchos,,
Region,MS,terenos,,
Region,RN,pedro velho,,
Region,RS,tapera,,
Region,BA,ibipeba,,
Region,BA,muquem do sao francisco,,
Region,SP,pontalinda,,
Region,SP,taiacu,,
Region,MG,pavao,,
Region,SP,guarapua,,
Region,RS,novo machado,,
Region,PA,morada nova,,
Region,MG,camacho,,
Region,BA,jandaira,,
Region,RJ,itacurussa,,
Region,MG,lagoa dos patos,,
Region,MS,brasilandia,,
Region,SP,sarutaia,,
Region,SP,oleo,,
Region,MG,santa rita do itueto,,
Region,SP,palmares paulista,,
Region,PA,mocajuba,,
Region,MG,sao domingos,,
Region,MG,mesquita,,
Region,RS,rainha do mar,,
Region,RS,cerrito,,
Region,MG,pinhotiba,,
Region,TO,buriti do tocantins,,
Region,TO,fatima,,
Region,RN,messias targino,,
Region,ES,praia grande,,
Region,SP,pedranopolis,,
Region,MG,padre paraiso,,
Region,PR,sao miguel do cambui,,
Region,RS,porto lucena,,
Region,MG,sao mateus de minas,,
Region,SP,salmourao,,
Region,MG,campo florido,,
Region,AC,brasileia,,
Region,RS,jacuizinho,,
Region,SC,galvao,,
Region,MT,novo mundo,,
Region,SC,rio rufino,,
Region,SP,jamaica,,
Region,CE,lages,,
Region,MG,queixada,,
Region,BA,lamarao,,
Region,CE,croata,,
Region,CE,uruburetama,,
Region,GO,hidrolandia,,
Region,PB,pilar,,
Region,PR,nova america da colina,,
Region,SP,anhumas,,
Region,MG,paineiras,,
Region,BA,cairu,,
Region,PR,palmeirinha,,
Region,BA,castro alves,,
Region,PR,porto amazonas,,
Region,PR,matelandia,,
Region,MS,sonora,,
Region,AM,itacoatiara,,
Region,PR,barra do jacare,,
Region,RJ,bacaxa,,
Region,MG,dores de guanhaes,,
Region,BA,caem,,
Region,MG,rubelita,,
Region,RS,itaara,,
Region,BA,varzea do poco,,
Region,RJ,piao,,
Region,PR,santa cecilia do pavao,,
Region,BA,condeuba,,
Region,PR,alto paraiso,,
Region,SP,iacri,,
Region,PR,inaja,,
Region,ES,sao joao do sobrado,,
Region,BA,dom macedo costa,,
Region,MG,jaguaracu,,
Region,BA,itamira,,
Region,TO,arapoema,,
Region,MG,berilo,,
Region,PR,campo do tenente,,
Region,SP,itaoca,,
Region,CE,taperuaba,,
Region,SP,balbinos,,
Region,BA,salinas da margarida,,
Region,MS,porto murtinho,,
Region,RS,novo cabrais,,
Region,MG,tocos do moji,,
Region,PR,alto sao joao,,
Region,BA,amargosa,,
Region,SP,pereiras,,
Region,MG,canaa,,
Region,BA,carnaiba do sertao,,
Region,CE,itapiuna,,
Region,PB,santo andre,,
Region,PB,prata,,
Region,RS,pouso novo,,
Region,SC,guaraciaba,,
Region,RS,sete de setembro,,
Region,PR,nossa senhora das gracas,,
Region,MG,monsenhor paulo,,
Region,BA,sento se,,
Region,PR,santana do itarare,,
Region,MS,angelica,,
Region,MG,cajuri,,
Region,SC,lebon regis,,
Region,GO,brazabrantes,,
Region,SC,presidente nereu,,
Region,RS,cerro grande,,
Region,RS,gramado xavier,,
Region,RS,nova boa vista,,
Region,BA,ibirataia,,
Region,MG,sao thome das letras,,
Region,MG,sao benedito,,
Region,SP,piacatu,,
Region,GO,nova america,,
Region,RN,vicosa,,
Region,ES,pacotuba,,
Region,RS,padre gonzales,,
Region,PB,pedra lavrada,,
Region,MG,serra do salitre,,
Region,GO,mossamedes,,
Region,MG,pratapolis,,
Region,GO,nova roma,,
Region,SP,bandeirantes d'oeste,,
Region,BA,cocos,,
Region,MG,amparo da serra,,
Region,RN,pedra preta,,
Region,AL,murici,,
Region,RS,almirante tamandare do sul,,
Region,SP,palmeira d oeste,,
Region,SC,rio dos cedros,,
Region,MG,santana de pirapama,,
Region,RS,selbach,,
Region,MG,patis,,
Region,MG,miradouro,,
Region,RS,pinto bandeira,,
Region,MG,caparao,,
Region,MA,santa quiteria do maranhao,,
Region,BA,chorrocho,,
Region,RJ,pureza,,
Region,PR,guaraquecaba,,
Region,AL,maribondo,,
Region,PA,juruti,,
Region,DF,ceilandia,,
Region,PR,santa margarida,,
Region,ES,quilometro 14 do mutum,,
Region,SC,santa terezinha,,
Region,SC,agrolandia,,
Region,SC,calmon,,
Region,PR,bocaiuva do sul,,
Region,SP,corumbatai,,
Region,PR,doce grande,,
Region,RS,jacutinga,,
Region,MT,sao jose do xingu,,
Region,MG,baguari,,
Region,PE,tamandare,,
Region,ES,araguaia,,
Region,SP,elisiario,,
Region,PA,jacareacanga,,
Region,PR,foz do jordao,,
Region,SC,iomere,,
Region,BA,mansidao,,
Region,MA,bela vista do maranhao,,
Region,SP,tuiuti,,
Region,PR,vitorino,,
Region,PR,santa lucia,,
Region,RN,bodo,,
Region,PA,pau d'arco,,
Region,RS,nova brescia,,
Region,MG,itaguara,,
Region,SE,indiaroba,,
Region,RS,machadinho,,
Region,MS,ribas do rio pardo,,
Region,PB,jacarau,,
Region,SP,populina,,
Region,RS,tiradentes do sul,,
Region,GO,crominia,,
Region,MA,humberto de campos,,
Region,CE,amontada,,
Region,MS,gloria de dourados,,
Region,BA,dias d avila,,
Region,BA,ibiajara,,
Region,SP,queiroz,,
Region,PR,sao sebastiao da amoreira,,
Region,BA,ribeira do amparo,,
Region,RN,antonio martins,,
Region,PB,pedra branca,,
Region,CE,tabuleiro do norte,,
Region,PR,fenix,,
Region,RS,pontao,,
Region,BA,apora,,
Region,BA,baixa grande,,
Region,MG,ubai,,
Region,SP,agisse,,
Region,PR,candoi,,
Region,AL,traipu,,
Region,BA,guaratinga,,
Region,MG,cedro do abaete,,
Region,RO,castanheiras,,
Region,RN,agua nova,,
Region,BA,aribice,,
Region,MT,nobres,,
Region,AL,passo de camaragibe,,
Region,SP,florinia,,
Region,MG,ponto dos volantes,,
Region,RS,mampituba,,
Region,MA,maranhaozinho,,
Region,PR,juranda,,
Region,PE,sao benedito do sul,,
Region,PE,terezinha,,
Region,MG,conceicao da ibitipoca,,
Region,RN,vera cruz,,
Region,SC,ponte alta do norte,,
Region,BA,capela do alto alegre,,
Region,PE,siriji,,
Region,BA,igapora,,
Region,SE,riachuelo,,
Region,BA,itaju do colonia,,
Region,AL,girau do ponciano,,
Region,BA,varzedo,,
Region,MG,desterro de entre rios,,
Region,RO,mutum parana,,
Region,RS,itatiba do sul,,
Region,PE,cupira,,
Region,RS,alegria,,
Region,MG,natercia,,
Region,PB,mae d'agua,,
Region,PR,campo magro,,
Region,GO,formoso,,
Region,MG,coimbra,,
Region,MG,santa maria do salto,,
Region,MG,acucena,,
Region,BA,belmonte,,
Region,MA,passagem franca,,
Region,MG,joaima,,
Region,RS,unistalda,,
Region,CE,pindoretama,,
Region,PI,alvorada do gurgueia,,
Region,BA,jussiape,,
Region,MS,sanga puita,,
Region,BA,santana do sobrado,,
Region,MS,inocencia,,
Region,CE,pedra branca,,
Region,CE,lagoa do mato,,
Region,PR,boa esperanca do iguacu,,
Region,MG,divino das laranjeiras,,
Region,MG,virginia,,
Region,RN,florania,,
Region,CE,capistrano,,
Region,PB,sao bentinho,,
Region,MG,miravania,,
Region,MA,peri mirim,,
Region,MS,paraiso das aguas,,
Region,BA,antonio goncalves,,
Region,PR,sao jorge do oeste,,
Region,SP,gabriel monteiro,,
Region,PB,teixeira,,
Region,MG,martinesia,,
Region,SP,parisi,,
Region,SC,arvoredo,,
Region,RJ,jaguarembe,,
Region,MG,vermelho novo,,
Region,RS,vitoria das missoes,,
Region,GO,damianopolis,,
Region,RS,guabiju,,
Region,MS,prudencio thomaz,,
Region,RS,colinas,,
Region,CE,itaicaba,,
Region,PA,santo antonio do taua,,
Region,GO,morro agudo de goias,,
Region,AL,cacimbinhas,,
Region,RJ,jamapara,,
Region,RS,picada cafe,,
Region,RJ,bemposta,,
Region,RS,barao,,
Region,MA,sao francisco do brejao,,
Region,BA,cabaceiras do paraguacu,,
Region,MG,morro vermelho,,
Region,PR,alexandra,,
Region,PA,ourem,,
Region,SC,santa cruz do timbo,,
Region,RN,lagoa salgada,,
Region,SC,dona emma,,
Region,AP,porto grande,,
Region,MG,centralina,,
Region,CE,coreau,,
Region,MG,senhora dos remedios,,
Region,MG,santa rita de jacutinga,,
Region,GO,buriti alegre,,
Region,PI,angical do piaui,,
Region,MA,arame,,
Region,BA,gongogi,,
Region,MT,vila bela da santissima trindade,,
Region,MS,guia lopes da laguna,,
Region,BA,igrapiuna,,
Region,RS,segredo,,
Region,MG,pescador,,
Region,MG,antonio carlos,,
Region,MT,ribeirao cascalheira,,
Region,TO,nova olinda,,
Region,RS,marques de souza,,
Region,PR,sulina,,
Region,AL,sao bras,,
Region,RS,monte bonito,,
Region,PE,jurema,,
Region,PR,jussara,,
Region,BA,pirai do norte,,
Region,TO,combinado,,
Region,SP,boraceia,,
Region,PI,caxingo,,
Region,SP,fernao,,
Region,PR,rosario do ivai,,
Region,CE,ibicuitinga,,
Region,MT,apiacas,,
Region,PR,vitoria,,
Region,RS,paraiso do sul,,
Region,MG,indianopolis,,
Region,RJ,vargem alegre,,
Region,MG,silveira carvalho,,
Region,RJ,corrego do ouro,,
Region,BA,acajutiba,,
Region,RJ,barao de juparana,,
Region,MA,rosario,,
Region,SP,turmalina,,
Region,GO,novo planalto,,
Region,RS,boa vista do sul,,
Region,PA,igarape-miri,,
Region,RN,sao tome,,
Region,PR,laranjal,,
Region,ES,sao joao de petropolis,,
Region,BA,sao felix,,
Region,PR,icaraima,,
Region,PR,corumbatai do sul,,
Region,ES,ibiracu,,
Region,GO,turvelandia,,
Region,PA,ulianopolis,,
Region,RN,sao joao do sabugi,,
Region,MA,bom jardim,,
Region,MS,eldorado,,
Region,RS,coqueiros do sul,,
Region,MG,corrego danta,,
Region,ES,angelo frechiani,,
Region,MT,nova guarita,,
Region,MG,santana do capivari,,
Region,MG,guinda,,
Region,PA,tome-acu,,
Region,PI,sebastiao leal,,
Region,SC,leoberto leal,,
Region,GO,flores de goias,,
Region,SC,uniao do oeste,,
Region,MA,sitio novo,,
Region,MG,delfim moreira,,
Region,MG,desterro do melo,,
Region,MG,sobralia,,
Region,PI,rio grande do piaui,,
Region,BA,satiro dias,,
Region,GO,mutunopolis,,
Region,SE,malhador,,
Region,PE,vertentes,,
Region,TO,novo jardim,,
Region,RN,jardim de piranhas,,
Region,SP,nova independencia,,
Region,RJ,sao sebastiao de campos,,
Region,AL,santa luzia do norte,,
Region,MG,pedra menina,,
Region,BA,ipecaeta,,
Region,BA,monte santo,,
Region,GO,jandaia,,
Region,RJ,cambiasca,,
Region,RS,serio,,
Region,SP,nova luzitania,,
Region,RS,vista alegre,,
Region,RS,pareci novo,,
Region,RS,vale do sol,,
Region,AL,vicosa,,
Region,RS,sertao santana,,
Region,PI,francisco santos,,
Region,SE,sao miguel do aleixo,,
Region,TO,pium,,
Region,GO,jardim abc de goias,,
Region,PR,barracao,,
Region,MG,cuite velho,,
Region,RN,monte alegre,,
Region,RS,pinhal da serra,,
Region,RS,faxinalzinho,,
Region,RN,sao rafael,,
Region,PR,tupassi,,
Region,SP,aparecida d'oeste,,
Region,BA,nova redencao,,
Region,MG,minduri,,
Region,SC,presidente castello branco,,
Region,SE,santo amaro das brotas,,
Region,BA,joao dourado,,
Region,RN,santa maria,,
Region,SC,caxambu do sul,,
Region,PR,balsa nova,,
Region,CE,vicosa do ceara,,
Region,CE,pires ferreira,,
Region,PR,leopolis,,
Region,RS,uniao da serra,,
Region,GO,montividiu do norte,,
Region,MG,uruana de minas,,
Region,SC,macieira,,
Region,MG,crucilandia,,
Region,RS,agudo,,
Region,RS,presidente lucena,,
Region,GO,trombas,,
Region,DF,santa maria,,
Region,RS,travesseiro,,
Region,PI,simplicio mendes,,
Region,CE,porteiras,,
Region,MG,sao bento abade,,
Region,MA,amapa do maranhao,,
Region,PI,demerval lobao,,
Region,CE,missao velha,,
Region,RJ,boa ventura,,
Region,RS,estrela velha,,
Region,SP,ibitiuva,,
Region,CE,mauriti,,
Region,PR,ouro verde do oeste,,
Region,GO,cabeceiras,,
Region,RJ,duas barras,,
Region,MG,estevao de araujo,,
Region,PR,reserva do iguacu,,
Region,BA,jacuipe,,
Region,PI,nova santa rita,,
Region,BA,brejolandia,,
Region,PA,tracuateua,,
Region,MG,ponto do marambaia,,
Region,BA,canapolis,,
Region,PI,marcos parente,,
Region,MG,tuparece,,
Region,GO,cezarina,,
Region,RS,vicente dutra,,
Region,RS,liberato salzano,,
Region,PI,joaquim pires,,
Region,PI,varzea grande,,
Region,MG,nova resende,,
Region,MG,estiva,,
Region,PR,planaltina do parana,,
Region,GO,bom jardim de goias,,
Region,PR,tamboara,,
Region,PA,medicilandia,,
Region,BA,erico cardoso,,
Region,RJ,santa maria,,
Region,MG,jenipapo de minas,,
Region,MG,santo antonio do rio abaixo,,
Region,PA,senador jose porfirio,,
Region,PR,sabaudia,,
Region,RS,polo petroquimico de triunfo,,
